id,labels
969,"74, 71, 23"
14653,"208, 21"
2007,"31, 96"
13780,"31, 96"
8512,"40, 139"
15692,"40, 129, 76"
7872,"3, 21, 40"
17261,"31, 40"
13419,"32, 31"
11709,"0, 216"
4987,"40, 139"
13943,"105, 326"
10744,"199, 40"
14956,"128, 40, 129"
4510,"120, 3, 30"
14889,"13, 31"
225,"21, 204, 3"
1536,"170, 169, 1"
4496,"199, 169"
17770,"38, 74"
16089,"137, 38"
1819,"105, 53, 326"
1847,"74, 31"
16326,"0, 208"
12570,"41, 74"
17389,"53, 3, 15"
17679,"32, 31"
3155,"147, 3, 120"
1040,"96, 420"
2766,"40, 139, 237"
15414,"296, 31"
18440,"74, 135"
4968,"74, 38"
8080,"40, 139"
4070,"83, 54, 145"
7782,"74, 111, 38"
14022,"53, 40"
14514,"38, 74"
9565,"170, 169"
7776,"3, 147, 30"
12169,"32, 31"
3756,"3, 21"
18653,"105, 326"
17540,"53, 31"
10434,"21, 3, 108"
15723,"204, 13"
18983,"64, 10"
12409,"169, 199"
9702,"24, 10"
5526,"31, 420, 96"
5830,"96, 31"
16897,"0, 31"
4704,"32, 31"
1081,"13, 3, 194"
3926,"382, 24"
7558,"40, 135, 118"
9962,"162, 40"
15549,"13, 3"
15175,"3, 17"
6481,"40, 139"
6068,199
1973,"60, 382"
10672,"128, 195, 288"
10904,"31, 96"
600,"382, 135"
19582,"31, 111, 129"
19649,"32, 31"
1494,"3, 147"
17903,"13, 5, 204"
10290,"21, 3"
972,"62, 382"
16458,"31, 258"
13731,"3, 21, 120"
16300,"40, 139, 194"
7109,"38, 74, 118"
3881,"137, 23"
10890,"3, 111, 15"
284,"3, 53"
2241,"24, 96"
9955,"3, 21"
13280,"21, 3, 53"
12887,"162, 128"
12365,"49, 24"
10979,"0, 216"
7825,"53, 3, 15"
19611,"3, 13, 40"
15116,"120, 3, 30"
6478,"199, 169, 1"
19214,"32, 31"
14515,"128, 96"
8811,"3, 21, 4"
8034,"420, 258, 96"
4561,"40, 128"
14097,"38, 74"
19277,"32, 31"
13013,"74, 23, 38"
11623,"23, 38, 74"
2895,"49, 24"
6695,"3, 148"
14820,"38, 74"
4393,"74, 118, 84"
1946,"38, 74, 135"
3694,"38, 145"
9472,"218, 0"
7190,"3, 53, 21"
8202,"206, 369"
11159,"199, 169, 26"
4661,"169, 199"
2417,"64, 10"
8234,"53, 31"
3225,"221, 105, 326"
647,"31, 420"
6294,"15, 16"
7335,"199, 38, 169"
8983,"3, 148"
10814,"10, 11"
17083,"74, 38"
13724,"296, 84"
121,"265, 271"
10831,"3, 51"
17087,"32, 31"
13032,"38, 23, 74"
1581,"3, 40, 139"
3870,"74, 38, 23"
150,"135, 40, 31"
19188,"13, 3, 194"
12981,"40, 139"
4950,"21, 3, 13"
19128,"74, 38"
9171,"118, 23, 38"
8868,"32, 111"
11112,"111, 38"
11816,"162, 40"
15433,"32, 31"
1894,"38, 137, 80"
7445,"120, 60"
3892,"216, 0"
9276,"111, 24, 135"
